,size,total_sqft,bath,balcony,price,site_location
115,3.0,2447.5,3.0,2,14000000.0,Dhankawadi
116,3.0,1540.0,2.0,3,6400000.0,Dhayari Phata
117,3.0,1436.0,3.0,1,7475000.0,Dhole Patil
118,2.0,1100.0,2.0,2,7500000.0,Erandwane
119,2.0,830.5,3.0,3,2300000.0,Fatima Nagar
120,3.0,1427.0,3.0,2,12000000.0,Fergusson College
121,3.0,2061.0,3.0,1,20000000.0,Ganesh Peth
122,4.0,2447.5,4.0,0,21400000.0,Ganeshkhind
123,4.0,2447.5,4.0,2,15000000.0,Ghorpade Peth
124,3.0,1282.0,2.0,2,6852000.0,Ghorpadi
125,2.0,1050.0,2.0,1,3400000.0,Gokhale Nagar
126,3.0,1600.0,3.0,2,6500000.0,Gultekdi
127,2.0,945.0,2.0,1,5400000.0,Guruwar peth
128,2.0,1500.0,2.0,1,7800000.0,Hadapsar
129,4.5,950.0,4.5,0,11500000.0,Hadapsar Industrial
130,3.0,1870.0,3.0,3,11000000.0,Hingne Khurd
131,3.0,1600.0,3.0,1,7500000.0,Jangali Maharaj
132,2.0,880.0,1.5,1,1650000.0,Kalyani Nagar
133,4.0,1200.0,4.0,0,21000000.0,Karve Nagar
134,3.0,1535.0,3.0,2,8300000.0,Karve Road
135,2.0,950.0,2.0,1,5700000.0,Kasba Peth
136,2.0,1360.0,2.0,1,6500000.0,Katraj
137,2.0,1042.0,2.0,0,5400500.0,Khadaki
138,3.0,1280.0,3.0,1,5040000.0,Khadki
139,3.0,1260.0,2.0,2,8505000.0,Kharadi
141,4.5,2447.5,4.5,1,21300000.0,Kondhwa Budruk
143,2.0,1000.0,2.0,1,6000000.0,Koregaon Park
144,2.0,1167.0,2.0,1,4376000.0,Kothrud
145,4.5,2447.5,4.5,2,21400000.0,Law College
147,2.0,890.0,2.0,1,3500000.0,Lulla Nagar
148,3.0,1612.0,3.0,3,4674000.0,Mahatma Gandhi
150,3.0,1710.0,4.0,2,9131000.0,Manik Bagh
151,2.0,957.0,2.0,1,5800000.0,Market yard
152,3.0,1250.0,2.0,3,4400000.0,Model colony
154,2.0,1125.0,2.0,2,5000000.0,Mundhawa
155,2.0,1020.0,2.0,1,3060000.0,Nagar Road
156,2.0,1200.0,2.0,2,5000000.0,Nana Peth
157,3.0,1735.0,3.0,3,13500000.0,Narayan Peth
158,3.0,2050.0,3.0,1,14500000.0,Narayangaon
159,4.0,2447.5,4.0,0,21400000.0,Navi Peth
160,3.0,1350.0,2.0,3,4800000.0,Padmavati
161,2.0,1063.0,2.0,1,3200000.0,Parvati Darshan
162,3.0,1904.0,3.0,1,15000000.0,Pashan
163,4.0,2447.5,4.0,2,21400000.0,Paud Road
164,3.0,2000.0,3.0,1,17500000.0,Pirangut
165,2.0,1145.0,2.0,0,4349000.0,Prabhat Road
166,3.0,1425.0,2.0,2,7500000.0,Pune Railway
167,3.0,1500.0,2.0,1,6450000.0,Rasta Peth
168,2.0,1060.0,2.0,1,6000000.0,Raviwar Peth
169,3.0,1470.0,2.0,2,7000000.0,Sadashiv Peth
170,4.5,1300.0,4.5,0,9900000.0,Sahakar Nagar
171,1.5,830.5,1.5,1,1600000.0,Salunke Vihar
172,2.0,1152.0,2.0,1,6450000.0,Sasson Road
173,3.0,1350.0,2.0,1,5600000.0,Satara Road
174,3.0,1550.0,3.0,3,6500000.0,Senapati Bapat
175,3.0,1500.0,3.0,2,10000000.0,Shaniwar Peth
176,4.5,830.5,3.0,2,8500000.0,Shivaji Nagar
177,1.5,830.5,1.5,0,1600000.0,Shukrawar Peth
178,1.5,830.5,1.5,2,6700000.0,Sinhagad Road
179,2.0,830.5,1.5,1,3600000.0,Somwar Peth
180,2.0,1242.0,2.0,3,5100000.0,Swargate
181,3.0,1700.0,3.0,2,15500000.0,Tilak Road
182,3.0,2144.0,3.0,2,14500000.0,Uruli Devachi
183,3.0,1704.0,3.0,2,11000000.0,Vadgaon Budruk
184,2.0,1070.0,2.0,1,5200000.0,Wadgaon Sheri
185,3.0,1846.0,3.0,2,21400000.0,Viman Nagar
186,2.0,1340.0,2.0,2,5570000.0,Vishrant Wadi
187,2.0,1025.0,2.0,1,4600000.0,Wagholi
188,2.0,1015.0,2.0,0,5680000.0,Wakadewadi
189,2.0,1200.0,2.0,2,5200000.0,Wanowrie
190,4.0,2250.0,4.0,1,11000000.0,Warje
191,3.0,1550.0,2.0,3,8000000.0,Yerawada
193,4.5,1800.0,4.5,1,21400000.0,Ambegaon Budruk
194,2.0,1200.0,2.0,2,6000000.0,Anandnagar
195,2.0,1327.0,2.0,2,9800000.0,Aundh
196,2.0,1186.0,2.0,2,5800000.0,Aundh Road
197,3.0,1783.0,3.0,1,11500000.0,Balaji Nagar
198,3.0,1400.0,3.0,2,5600000.0,Baner
199,2.0,980.0,2.0,1,4800000.0,Baner road
200,2.0,1285.0,2.0,2,8200000.0,Bhandarkar Road
201,3.0,912.0,2.0,1,7000000.0,Bhavani Peth
202,2.0,1225.0,2.0,2,4760000.0,Bibvewadi
203,2.0,1075.0,2.0,1,5300000.0,Bopodi
204,3.0,1260.0,2.0,2,5400000.0,Budhwar Peth
205,3.0,1282.0,2.0,2,4870000.0,Bund Garden
206,3.0,1909.0,3.0,2,8800000.0,Camp
207,2.0,1359.0,2.0,1,8700000.0,Chandan Nagar
208,2.0,1207.0,2.0,2,4350000.0,Dapodi
209,4.0,1736.0,4.5,0,19000000.0,Deccan Gymkhana
210,4.0,2447.5,4.0,1,21400000.0,Dehu Road
211,3.0,1595.0,3.0,2,6500000.0,Dhankawadi
212,3.0,1798.0,3.0,2,8900000.0,Dhayari Phata
213,3.0,1475.0,3.0,2,7829000.0,Dhole Patil
214,3.0,1580.0,3.0,3,10000000.0,Erandwane
215,2.0,1295.0,2.0,1,6500000.0,Fatima Nagar
216,4.5,2447.5,4.5,0,14100000.0,Fergusson College
217,1.5,830.5,1.5,1,2700000.0,Ganesh Peth
218,3.0,1415.0,3.0,3,7800000.0,Ganeshkhind
219,3.0,1787.0,3.0,2,9829000.0,Ghorpade Peth
220,3.0,1787.0,3.0,2,12500000.0,Ghorpadi
221,3.0,1475.0,2.0,3,9000000.0,Gokhale Nagar
222,4.0,2000.0,4.0,1,7550000.0,Gultekdi
223,2.0,984.0,2.0,1,4428000.0,Guruwar peth
225,3.0,2405.0,4.0,2,21400000.0,Hadapsar Industrial
226,2.0,1080.0,2.0,2,7200000.0,Hingne Khurd
227,2.0,1500.0,2.0,1,11500000.0,Jangali Maharaj
228,3.0,1900.0,3.0,2,11900000.0,Kalyani Nagar
229,2.0,830.5,2.0,1,2214000.0,Karve Nagar
230,2.0,1153.0,2.0,2,5640000.0,Karve Road
231,2.0,1148.0,2.0,2,6000000.0,Kasba Peth
232,2.0,1110.0,2.0,2,5500000.0,Katraj
233,2.0,1100.0,2.0,2,4200000.0,Khadaki
234,2.0,1290.0,2.0,2,11000000.0,Khadki
235,3.0,1500.0,2.0,1,6500000.0,Kharadi
236,2.0,1080.0,2.0,2,3900000.0,Kondhwa
237,3.0,1933.0,3.0,1,12900000.0,Kondhwa Budruk
238,4.5,2447.5,4.5,2,15000000.0,Kondhwa Khurd
239,2.0,1060.0,2.0,2,6000000.0,Koregaon Park
240,1.5,830.5,1.5,1,1645000.0,Kothrud
241,4.5,2447.5,4.5,2,18000000.0,Law College
242,1.5,830.5,1.5,1,1645000.0,Laxmi Road
243,3.0,1644.0,3.0,3,8400000.0,Lulla Nagar
244,2.0,1285.0,2.0,3,7250000.0,Mahatma Gandhi
245,3.0,1200.0,3.0,1,9000000.0,Mangalwar peth
246,2.0,910.0,2.0,1,4000000.0,Manik Bagh
247,3.0,1577.0,3.0,1,7000000.0,Market yard
248,3.0,2447.5,3.0,2,21400000.0,Model colony
249,3.0,2420.0,3.0,2,18500000.0,Mukund Nagar
250,2.0,830.5,1.5,1,2000000.0,Mundhawa
251,2.0,1060.0,2.0,2,5500000.0,Nagar Road
252,2.0,1270.0,2.0,2,9300000.0,Nana Peth
253,2.0,900.0,2.0,2,2250000.0,Narayan Peth
254,2.0,1280.0,2.0,1,6900000.0,Narayangaon
255,4.0,1200.0,2.0,0,9500000.0,Navi Peth
256,2.0,1025.0,2.0,2,3600000.0,Padmavati
257,2.0,1108.0,2.0,1,6300000.0,Parvati Darshan
259,3.0,2447.5,3.0,2,17000000.0,Paud Road
260,4.0,2447.5,3.0,2,21400000.0,Pirangut
261,3.0,1500.0,3.0,2,7550000.0,Prabhat Road
262,2.0,1295.0,2.0,2,4390000.0,Pune Railway
263,2.0,1162.0,2.0,1,5990000.0,Rasta Peth
264,2.0,1035.0,2.0,2,4920000.0,Raviwar Peth
265,4.0,1600.0,4.0,0,5280000.0,Sadashiv Peth
266,3.0,1464.0,3.0,2,4600000.0,Sahakar Nagar
267,3.0,1866.0,2.0,2,6158000.0,Salunke Vihar
268,2.0,830.5,1.5,1,2600000.0,Sasson Road
269,3.0,1804.0,3.0,2,12000000.0,Satara Road
270,2.0,913.0,2.0,1,3200000.0,Senapati Bapat
271,3.0,1868.0,3.0,2,13100000.0,Shaniwar Peth
272,2.0,883.0,2.0,1,4500000.0,Shivaji Nagar
273,2.0,900.0,2.0,1,11000000.0,Shukrawar Peth
274,3.0,1664.0,2.0,3,7395000.0,Sinhagad Road
275,3.0,2026.0,3.0,2,13200000.0,Somwar Peth
276,2.0,1210.0,2.0,1,8090000.0,Swargate
277,4.0,2447.5,4.0,2,21400000.0,Tilak Road
278,3.0,1762.0,3.0,3,9145000.0,Uruli Devachi
279,3.0,1252.0,3.0,3,5500000.0,Vadgaon Budruk
280,2.0,861.0,2.0,1,3450000.0,Wadgaon Sheri
281,3.0,1420.0,2.0,1,10000000.0,Viman Nagar
282,4.5,1450.0,4.5,0,21400000.0,Vishrant Wadi
283,3.0,1490.0,3.0,1,7880000.0,Wagholi
284,3.0,1075.0,2.0,1,4600000.0,Wakadewadi
285,3.0,1425.0,2.0,2,9400000.0,Wanowrie
286,2.0,1200.0,2.0,1,4000000.0,Warje
287,3.0,1280.0,2.0,2,5600000.0,Yerawada
288,2.0,1084.0,2.0,2,5000000.0,Alandi Road
289,2.0,1015.0,2.0,2,2588000.0,Ambegaon Budruk
290,2.0,1017.0,2.0,1,5125000.0,Anandnagar
291,2.0,1027.0,2.0,2,4400000.0,Aundh
292,2.0,1069.0,2.0,2,4500000.0,Aundh Road
293,2.0,1349.0,2.0,1,9820000.0,Balaji Nagar
294,2.0,1005.0,2.0,1,5000000.0,Baner
295,2.0,1417.0,2.0,3,7500000.0,Baner road
296,3.0,1475.0,3.0,1,9800000.0,Bhandarkar Road
297,2.0,950.0,2.0,2,4700000.0,Bhavani Peth
298,4.0,2000.0,4.0,0,12000000.0,Bibvewadi
299,3.0,880.0,3.0,1,14000000.0,Bopodi
300,4.0,1863.0,3.0,2,10400000.0,Budhwar Peth
301,2.0,1010.0,2.0,1,2950000.0,Bund Garden
302,3.0,1425.0,2.0,1,7000000.0,Camp
303,3.0,1450.0,3.0,0,10000000.0,Chandan Nagar
304,3.0,1847.0,3.0,2,10500000.0,Dapodi
305,2.0,1100.0,2.0,3,4500000.0,Deccan Gymkhana
306,1.5,830.5,1.5,1,2600000.0,Dehu Road
307,3.0,1665.0,3.0,2,9500000.0,Dhankawadi
308,4.0,1664.0,4.0,3,6500000.0,Dhayari Phata
309,3.0,1850.0,3.0,3,15000000.0,Dhole Patil
310,2.0,1438.0,2.0,3,10000000.0,Erandwane
311,3.0,1560.0,3.0,3,11500000.0,Fatima Nagar
312,2.0,1350.0,2.0,1,5555000.0,Fergusson College
313,3.0,1550.0,3.0,3,6700000.0,Ganesh Peth
314,2.0,1140.0,2.0,2,4650000.0,Ganeshkhind
315,4.5,1200.0,4.5,2,18000000.0,Ghorpade Peth
316,2.0,850.0,2.0,2,2700000.0,Ghorpadi
317,2.0,1280.0,2.0,2,7500000.0,Gokhale Nagar
318,2.0,1170.0,2.0,2,5200000.0,Gultekdi
319,2.0,1113.0,2.0,1,5100000.0,Guruwar peth
320,2.0,1385.0,2.0,1,8309000.0,Hadapsar
321,2.0,1128.0,2.0,1,6500000.0,Hadapsar Industrial
322,2.0,1200.0,2.0,2,12800000.0,Hingne Khurd
323,4.0,1200.0,4.0,3,16500000.0,Jangali Maharaj
324,3.0,2390.0,3.0,2,21400000.0,Kalyani Nagar
325,4.0,2400.0,4.0,1,21400000.0,Karve Nagar
326,3.0,1464.0,3.0,2,5600000.0,Karve Road
327,2.0,1200.0,2.0,2,5500000.0,Kasba Peth
328,2.0,1200.0,2.0,2,5200000.0,Katraj
329,3.0,1150.0,2.0,1,5500000.0,Khadaki
330,3.0,1645.0,3.0,2,9500000.0,Khadki
331,2.0,1000.0,2.0,1,6700000.0,Kharadi
332,4.0,2447.5,4.0,2,19800000.0,Kondhwa
333,2.0,1192.0,2.0,2,7400000.0,Kondhwa Budruk
334,3.0,2135.0,3.0,2,21400000.0,Kondhwa Khurd
335,2.0,1173.0,2.0,1,5800000.0,Koregaon Park
336,2.0,1020.0,2.0,2,4500000.0,Kothrud
337,4.0,2447.5,4.5,2,21400000.0,Law College
338,3.0,1600.0,3.0,3,6400000.0,Laxmi Road
339,2.0,1200.0,2.0,0,7900000.0,Lulla Nagar
340,2.0,1230.0,2.0,3,4800000.0,Mahatma Gandhi
341,2.0,1250.0,2.0,2,4000000.0,Mangalwar peth
342,2.0,1325.0,2.0,2,7600000.0,Manik Bagh
343,3.0,1850.0,3.0,1,15000000.0,Market yard
345,2.0,1200.0,2.0,2,6500000.0,Mukund Nagar
346,3.0,1350.0,2.0,0,14000000.0,Mundhawa
347,3.0,1260.0,3.0,1,4936000.0,Nagar Road
348,3.0,1800.0,3.0,0,15000000.0,Nana Peth
349,3.0,830.5,3.0,2,7400000.0,Narayan Peth
350,2.0,1100.0,2.0,1,4325000.0,Narayangaon
351,2.0,1508.0,2.0,1,7700000.0,Navi Peth
352,3.0,1592.0,3.0,2,7500000.0,Padmavati
353,2.0,1388.0,2.0,3,5700000.0,Parvati Darshan
354,1.5,830.5,1.5,1,2835000.0,Pashan
355,3.0,2000.0,3.0,2,21400000.0,Paud Road
356,3.0,1762.0,3.0,1,12500000.0,Pirangut
357,2.0,950.0,2.0,2,5000000.0,Prabhat Road
358,4.0,2447.5,4.5,3,21400000.0,Pune Railway
359,2.0,1116.0,2.0,1,5000000.0,Rasta Peth
360,2.0,1308.0,2.0,2,8904000.0,Raviwar Peth
361,3.0,1200.0,3.0,0,9000000.0,Sadashiv Peth
362,4.0,1500.0,4.0,2,21400000.0,Sahakar Nagar
363,1.5,830.5,1.5,1,1850000.0,Salunke Vihar
364,2.0,1075.0,2.0,1,5200000.0,Sasson Road
365,1.5,830.5,1.5,0,1600000.0,Satara Road
366,2.0,1205.0,2.0,3,6600000.0,Senapati Bapat
367,2.0,1075.0,2.0,2,6000000.0,Shaniwar Peth
368,2.0,930.0,2.0,2,3900000.0,Shivaji Nagar
369,2.0,1380.0,2.0,1,6000000.0,Shukrawar Peth
370,4.0,2447.5,4.5,2,21200000.0,Sinhagad Road
371,2.0,1166.0,2.0,2,5500000.0,Somwar Peth
372,2.0,1050.0,2.0,1,6500000.0,Swargate
374,2.0,1200.0,2.0,2,4680000.0,Uruli Devachi
375,3.0,1600.0,2.0,1,10800000.0,Vadgaon Budruk
376,3.0,1935.0,3.0,2,11000000.0,Wadgaon Sheri
377,1.5,830.5,1.5,0,2990000.0,Viman Nagar
378,3.0,1800.0,3.0,2,9500000.0,Vishrant Wadi
379,3.0,1400.0,3.0,0,7700000.0,Wagholi
380,3.0,1801.0,3.0,2,11500000.0,Wakadewadi
382,2.0,1200.0,1.5,1,3600000.0,Warje
383,2.0,1160.0,2.0,2,4400000.0,Yerawada
384,2.0,1000.0,2.0,1,2500000.0,Alandi Road
385,2.0,950.0,2.0,1,4000000.0,Ambegaon Budruk
386,3.0,1629.0,3.0,2,7900000.0,Anandnagar
387,3.0,1580.0,2.0,0,13400000.0,Aundh
388,3.0,1826.0,3.0,2,12100000.0,Aundh Road
389,2.0,1245.0,2.0,1,9400000.0,Balaji Nagar
390,2.0,1145.0,2.0,2,4579000.0,Baner
391,2.0,830.5,2.0,1,3300000.0,Baner road
392,3.0,1693.0,3.0,3,10800000.0,Bhandarkar Road
394,2.0,1460.0,2.0,1,5800000.0,Bibvewadi
395,2.0,1050.0,2.0,1,3200000.0,Bopodi
396,2.0,1260.0,2.0,2,5500000.0,Budhwar Peth
398,2.0,1656.0,2.0,1,12000000.0,Camp
399,3.0,1208.0,3.0,1,4500000.0,Chandan Nagar
400,3.0,1910.0,3.0,2,16100000.0,Dapodi
401,4.0,2447.5,4.0,1,21400000.0,Deccan Gymkhana
402,2.0,1200.0,2.0,1,6500000.0,Dehu Road
403,4.0,1200.0,4.0,1,17500000.0,Dhankawadi
404,2.0,1175.0,2.0,1,8200000.0,Dhayari Phata
405,2.0,1000.0,2.0,0,16500000.0,Dhole Patil
406,4.0,1200.0,2.0,0,12500000.0,Erandwane
407,3.0,2390.0,3.0,2,21400000.0,Fatima Nagar
408,4.5,2447.5,4.5,3,21400000.0,Fergusson College
409,2.0,830.5,1.5,1,6200000.0,Ganesh Peth
412,2.0,830.5,2.0,1,3800000.0,Ghorpadi
413,4.5,1200.0,4.5,3,21400000.0,Gokhale Nagar
414,3.0,1550.0,3.0,3,6450000.0,Gultekdi
415,3.0,1760.0,3.0,2,8800000.0,Guruwar peth
416,2.0,1125.0,2.0,2,6200000.0,Hadapsar
417,3.0,1350.0,3.0,2,15000000.0,Hadapsar Industrial
418,2.0,1000.0,2.0,1,5500000.0,Hingne Khurd
419,2.0,1090.0,2.0,2,3148000.0,Jangali Maharaj
420,2.0,1200.0,2.0,0,6000000.0,Kalyani Nagar
421,3.0,1991.0,4.0,2,10300000.0,Karve Nagar
422,2.0,1060.0,2.0,1,2650000.0,Karve Road
423,2.0,1105.0,2.0,1,7500000.0,Kasba Peth
424,2.0,985.0,2.0,2,6700000.0,Katraj
425,4.5,1533.0,4.5,3,8500000.0,Khadaki
426,3.0,1590.0,3.0,2,7900000.0,Khadki
427,2.0,1120.0,2.0,2,5500000.0,Kharadi
428,2.0,1069.0,2.0,1,5500000.0,Kondhwa
429,3.0,1933.0,3.0,2,14000000.0,Kondhwa Budruk
430,2.0,1194.0,2.0,0,6900000.0,Kondhwa Khurd
431,2.0,1150.0,2.0,3,6900000.0,Koregaon Park
432,2.0,1240.0,2.0,2,4712000.0,Kothrud
433,2.0,1419.0,2.0,2,4810000.0,Law College
436,3.0,1450.0,3.0,2,5500000.0,Mahatma Gandhi
437,3.0,1630.0,3.0,2,6829000.0,Mangalwar peth
438,2.0,830.5,1.5,1,4000000.0,Manik Bagh
439,3.0,1000.0,4.0,3,11000000.0,Market yard
440,4.0,2447.5,4.0,3,21400000.0,Model colony
441,2.0,1250.0,2.0,1,7600000.0,Mukund Nagar
442,3.0,1400.0,2.0,1,9500000.0,Mundhawa
443,3.0,1670.0,2.0,3,5700000.0,Nagar Road
444,3.0,1750.0,3.0,2,10000000.0,Nana Peth
445,2.0,1404.0,2.0,1,7100000.0,Narayan Peth
446,3.0,1715.0,2.0,2,9500000.0,Narayangaon
447,1.5,830.5,1.5,1,3465000.0,Navi Peth
449,3.0,1650.0,3.0,2,7800000.0,Parvati Darshan
450,2.0,1295.0,2.0,1,5547000.0,Pashan
451,3.0,1800.0,3.0,2,21400000.0,Paud Road
452,2.0,1346.0,2.0,1,7403000.0,Pirangut
453,4.0,1200.0,4.0,2,20000000.0,Prabhat Road
454,2.0,1150.0,2.0,2,5500000.0,Pune Railway
455,4.0,2447.5,4.0,3,21400000.0,Rasta Peth
456,3.0,1190.0,2.0,2,3035000.0,Raviwar Peth
457,3.0,1620.0,3.0,2,9800000.0,Sadashiv Peth
458,2.0,950.0,2.0,1,4696000.0,Sahakar Nagar
459,4.5,2447.5,4.5,3,21400000.0,Salunke Vihar
460,3.0,2447.5,3.0,0,12000000.0,Sasson Road
461,3.0,1220.0,2.0,1,3522999.0,Satara Road
462,2.0,850.0,2.0,1,3000000.0,Senapati Bapat
463,2.0,1020.0,2.0,2,6300000.0,Shaniwar Peth
464,2.0,1100.0,2.0,2,5000000.0,Shivaji Nagar
465,2.0,1150.0,2.0,2,12600000.0,Shukrawar Peth
466,3.0,1760.0,2.0,2,13000000.0,Sinhagad Road
467,3.0,1800.0,3.0,3,11000000.0,Somwar Peth
468,2.0,1070.0,2.0,1,5400000.0,Swargate
469,4.0,1500.0,4.0,2,21400000.0,Tilak Road
470,2.0,1440.0,2.0,0,9500000.0,Uruli Devachi
471,2.0,900.0,2.0,1,4000000.0,Vadgaon Budruk
472,4.0,1200.0,4.0,1,21400000.0,Wadgaon Sheri
473,2.0,1130.0,2.0,1,4216000.0,Viman Nagar
474,2.0,1320.0,2.0,1,16500000.0,Vishrant Wadi
475,2.0,1270.0,2.0,1,9800000.0,Wagholi
476,2.0,1200.0,2.0,1,6200000.0,Wakadewadi
478,2.0,1200.0,2.0,1,7400000.0,Warje
479,2.0,929.0,2.0,0,5017000.0,Yerawada
480,4.0,1150.0,4.0,2,21400000.0,Alandi Road
481,4.0,1125.0,4.0,3,18000000.0,Ambegaon Budruk
482,4.5,830.5,3.0,2,6500000.0,Anandnagar
483,4.5,1200.0,4.5,2,19000000.0,Aundh
